14857
4217	0
D014212	1
220	2
7545	3
7291	4
688	5
4889	6
30811	7
4116	8
84894	9
1326	10
83595	11
3084	12
3769	13
1959	14
9132	15
3791	16
63895	17
10393	18
3775	19
26047	20
5087	21
8614	22
3198	23
1469	24
10161	25
2847	26
9532	27
9444	28
157638	29
23461	30
51339	31
1268	32
1543	33
79679	34
11096	35
25925	36
2706	37
3315	38
5218	39
11178	40
54715	41
8507	42
2290	43
5999	44
9547	45
9619	46
6505	47
367	48
3815	49
8028	50
2890	51
221400	52
9839	53
1956	54
7045	55
2122	56
133	57
2273	58
6310	59
54664	60
8089	61
252995	62
64411	63
11183	64
23462	65
29775	66
55740	67
10085	68
27164	69
4091	70
894	71
4521	72
51363	73
54845	74
81620	75
119392	76
2186	77
56603	78
9782	79
7020	80
3488	81
2289	82
3397	83
6616	84
84365	85
10653	86
51704	87
2625	88
2643	89
249	90
203427	91
4801	92
56950	93
301	94
4753	95
22936	96
8508	97
4070	98
2308	99
132864	100
27087	101
10409	102
1356	103
6925	104
8671	105
57118	106
8835	107
3202	108
214	109
3223	110
311	111
8140	112
2254	113
10920	114
1843	115
4986	116
9126	117
54596	118
80036	119
55612	120
3676	121
25942	122
5979	123
5244	124
23022	125
2028	126
6926	127
51232	128
7099	129
1281	130
10699	131
2042	132
4330	133
4739	134
3491	135
2752	136
5360	137
54206	138
6282	139
1021	140
26136	141
4005	142
9223	143
5021	144
4133	145
2335	146
5649	147
258010	148
3547	149
57606	150
2034	151
80206	152
22943	153
3745	154
55959	155
201780	156
4154	157
7301	158
6899	159
3232	160
6653	161
11030	162
222546	163
64881	164
860	165
25840	166
84282	167
56172	168
253260	169
6498	170
283120	171
306	172
3975	173
3251	174
51574	175
10468	176
1312	177
4747	178
3843	179
6119	180
10282	181
8788	182
8324	183
2908	184
91614	185
23114	186
104	187
23328	188
83593	189
7474	190
23136	191
1592	192
3428	193
8837	194
11065	195
3490	196
57669	197
1009	198
2591	199
D009421	200
23657	201
4067	202
2200	203
32	204
1136	205
399	206
1277	207
8754	208
51110	209
4734	210
10855	211
64759	212
9967	213
5652	214
6091	215
27333	216
1033	217
4254	218
55632	219
2887	220
3087	221
4879	222
1984	223
4131	224
1363	225
3609	226
51196	227
55859	228
627	229
25805	230
3170	231
5803	232
55857	233
1824	234
1471	235
